Quarter,DailyNewsDate,Effective / Expected Close Date of Acquisition ,Region,Acquirer,HQ_Acquirer_Country,HQ_Acquirer_State,Target,HQ_Target_Country,HQ_Target_State,Target_Segment,Staffing (x),WFS,Rationale,Price,Hyperlink,Notes/Snippet
17Q4,20171102,20171204,Americas,Resources Connection Inc. (NASD: RECN) ,USA,CA,Accretive Solutions Inc.,USA,IL,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,,$19.4 million in cash plus 1.15 million shares of restricted common stock,https://www2.staffingindustry.com/Editorial/Daily-News/Resources-Connection-to-acquire-Accretive-Solutions-for-19-million-plus-stock-43992,"Accretive will transition into the RGP brand over the next six to nine months except for its Countsy brand, which provides a back-office suite of services to startups."
17Q4,20171026,20171113,APAC ,Quess Corp (NSE: QUESS),India,N/A,Vedang Cellular Services (70% stake),India,N/A,Workforce Solutions,,BPO,,INR 400 million (USD 6.1 million),https://www2.staffingindustry.com/row/Editorial/Daily-News/India-Quess-Corp-reports-Q2-revenue-up-25-as-it-announces-acquisition-of-Vedang-Cellular-Services-43903,Vedang is a Mumbai-based service provider engaged in Telecom Network Operations and Maintenance. Vedang reported revenue of INR 780 million (USD 12.0 million) in FY 2017.
17Q4,20171025,,Americas,CoAdvantage Inc.,USA,FL,Total HR Management,USA,CA,Workforce Solutions,,PEO,Entry into California market,ND,https://www2.staffingindustry.com/site/Editorial/Daily-News/CoAdvantage-gets-foothold-in-California-with-acquisition-of-Los-Angeles-based-PEO-43898,"Total HR was founded in 2004 and operates out of three client-servicing operations in Los Angeles; Orange County, Calif.; and Malone, NY."
17Q4,20171023,20171023,Americas,Insight Venture Partners (private equity group),USA,NY,Bullhorn (acquired by Vista Equity partners in 2012),USA,MA,Workforce Solutions,,Talent Acquisition Technology,,ND,https://www2.staffingindustry.com/Editorial/Daily-News/Bullhorn-announces-sale-to-new-private-equity-firm-43864,"Bullhorn’s management team will remain in place, and Papas said it will be business as usual for customers. The deal marks an investor change, not an operating change. Insight Venture Partners is acquiring the company from private firm Vista Equity Partners."
17Q4,20171023,20171205,APAC ,Trust Tech ,Japan,N/A,Gap Personnel Group (75% stake),United Kingdom,N/A,Temporary Staffing Skill Segment: Industrial,x,N/A,,£20.1 million,https://www2.staffingindustry.com/row/Editorial/Daily-News/Japan-Trust-Tech-to-acquire-UK-based-Gap-Personnel-Group-43859,"As part of the investment, Trust Tech Inc. will provide growth capital to enable the group to grow further, both organically and through an enhanced acquisition programme."
17Q4,20171020,20171020,Americas,Webster Capital Management LLC (private equity group),USA,MA,Cirrus Medical Staffing Inc. ,USA,NC,Temporary Staffing Skill Segment: Healthcare,x,N/A,,$36.9 million,https://www2.staffingindustry.com/site_member/Editorial/Daily-News/Private-equity-firm-buys-Cirrus-Medical-Staffing-in-37-million-deal-43850,Anscor acquired Cirrus Medical Staffing in early 2008.
17Q4,20171020,,Americas,American Health Staffing Group Inc. (a BelHealth Investment Partners LLC portolfio company),USA,NY,Advance Med,USA,TX,Temporary Staffing Skill Segment: Healthcare,x,N/A,,ND,https://www2.staffingindustry.com/site_member/Editorial/Daily-News/American-Health-Staffing-Group-acquires-travel-nurse-staffing-firm-43849,"Advance Med currently places more than 300 traveling healthcare professionals. … AHSG’s acquisition of Advance Med follows the company’s acquisition in August of Expedient Medstaff LLC, a travel nurse staffing provider based in the Detroit area, and the acquisition in May of Thaxton Barabe, a provider of interim healthcare leadership staffing based in Portland, Ore."
17Q4,20171017,20171013,EMEA,TOS,Netherlands,N/A,Maritime Human Resources BV,Netherlands,N/A,Workforce Solutions,,Training/Accreditation,Further growth into the port and logistics sector and to reinforce its services in the maritime training segment,ND,https://www2.staffingindustry.com/eng/Editorial/Daily-News/Netherlands-TOS-acquires-maritime-training-company-43785,"MHR provides senior secondary vocational students with training programs including offshore, hydraulic engineering/dredging, ports, shipping, logistics, ship and yacht construction and Rhine and inland navigation. "
17Q4,20171017,20171108,APAC ,TeamLease Staffing Services,India,N/A,Evolve Technologies and Services Private Limited,India,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,Expanding footprint into specialties,USD 5.7 million,https://www2.staffingindustry.com/row/Editorial/Daily-News/India-TeamLease-to-acquire-Evolve-Technologies-price-implies-value-of-USD-5.7-million-43781,"TeamLease Staffing Services, which ranks among the world’s largest staffing firms signed an agreement to acquire Evolve Technologies and Services Private Limited at a purchase price that implies a value of USD 5.7 million, according to a filing with the BSE, formerly known as the Bombay Stock Exchange. The purchase is an all-cash deal for a 100% stake in the company. "
17Q4,20171017,,EMEA,Consolid,Netherlands,N/A,Oudstanding Groep,Netherlands,N/A,Temporary Staffing Skill Segment: All,x,N/A,,ND,https://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Netherlands-Consolid-acquires-Oudstanding-Groep-43804,
17Q4,20171017,,EMEA,The Nicoll Curtin Group,United Kingdom,N/A,BeecherMadden,United Kingdom,N/A,Place & Search,x,N/A,,ND,https://www2.staffingindustry.com/eng/Editorial/Daily-News/UK-The-Nicoll-Curtin-Group-acquires-cybersecurity-recruitment-firm-43784,"Jobling said the deal allows for BeecherMadden to expand more quickly. “The acquisition means we can immediately start servicing clients in Zurich and Singapore, as well as our existing strong holds of London and New York,” she said."
17Q4,20171016,,Americas,William Gaston Fund (private equity group),USA,NC,UltraForce Staffing Services,USA,NC,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Investment-firm-buys-UltraForce-Staffing-Services-of-North-Carolina-43773,"Gaston Capital Partners invests in companies that are primarily located in the eastern US. Investment size is between $2 million and $10 million and targeted industries include business and industrial services, healthcare, niche manufacturing, and financial services."
17Q4,20171012,,APAC ,Investment group led by SoftBank,India,N/A,Ola,India,N/A,Workforce Solutions,,Human cloud,,$1.1 billion,http://www2.staffingindustry.com/row/Editorial/Daily-News/India-SoftBank-and-Tencent-join-1.1-billion-funding-round-for-Ola-43729,
17Q4,20171011,,APAC ,Prime People Plc (Hong Kong subsidiary),Hong Kong,N/A,Command Recruitment Group (60% stake),Hong Kong,N/A,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,,HKD 9.9 million (GBP 0.9 million),http://www2.staffingindustry.com/row/Editorial/Daily-News/Hong-Kong-Prime-People-subsidiary-Macdonald-acquires-majority-stake-in-Command-Recruitment-Group-43714,"Command Recruitment Group operates across Asia and the Middle East, from its headquarters in Hong Kong, and specialises in providing professional and executive staff for the construction & engineering, design & development, infrastructure and professional services sectors."
17Q4,20171010,20171010,Americas,CoAdvantage Inc.,USA,FL,Progressive Employer Management Company,USA,FL,Workforce Solutions,,PEO,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/CoAdvantage-acquires-fellow-PEO-Florida-based-PEMCO-43712,
17Q4,20171009,20171005,Americas,Automatic Data Processing Inc. (NASD: ADP) ,USA,NJ,Global Cash Card,USA,CA,Workforce Solutions,,Payrolling/compliance,,,http://www2.staffingindustry.com/site/Editorial/Daily-News/ADP-acquires-payment-card-firm-as-proxy-fight-wears-on-43697,"PR: ""With this acquisition, ADP gains an industry-leading proprietary digital payment processing platform that enables innovation and added value services for clients and their workforces, as well as a large, diversified client base that has shown consistent growth. """
17Q4,20171004,20171002,Americas,Hire Dynamics,USA,GA,StaffMasters,USA,NC,Temporary Staffing Skill Segment: Commercial,x,N/A,Expand coverage,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Hire-Dynamics-aims-to-bolster-Southeast-presence-with-StaffMasters-acquisition-43647,...the combined firms will count $220 million in annual revenue.
17Q4,20171003,20171003,Americas,The Tolan Group ,USA,FL,Discover Biopharmaceutical Search and Placement,USA,SC,Retained Search,x,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/The-Tolan-Group-purchases-South-Carolina-based-biopharmaceutical-search-firm-43630,"Discover Biopharmaceutical Search and Placement, a boutique search firm dedicated to the biopharmaceutical field."
17Q4,20171003,,Americas,Lee Hecht Harrison (Adecco),Switzerland,N/A,Mullin International,USA,NY,Workforce Solutions,,Outplacement,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/The-Adecco-Group-acquires-New-York-based-outplacement-provider-Mullin-International-43633,Mullin will be integrated into the Northeast region of Adecco’s Lee Hecht Harrison outplacement division.
17Q3,20171002,20170930,Americas,NSC Technologies LLC,USA,VA,Nationwide Temporaries Inc.,USA,CO,Temporary Staffing Skill Segment: Industrial,x,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/NSC-Technologies-acquires-Denver-based-construction-and-light-industrial-staffing-provider-43617,The acquisition provides NSC with access to additional industry verticals and expands the service offerings of both NSC and Nationwide.
17Q4,20171001,20171001,Americas,"Novume Solutions, Inc",USA,VA,"Global Technical Services, Inc",USA,TX,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,,$3.75 million (cash + stock),https://www.novume.com/novume-solutions-inc-acquire-global-technical-services-inc-global-contract-professionals-inc/,"Global has provided premier contract and direct-hire staffing services to the aviation maintenance, aerospace, electronics, and defense industries since 1989. With access to over 70,000 talented professionals"
17Q3,20170928,20180111,EMEA,Heidrick & Struggles International Inc. (NASD: HSII),USA,IL,Amrop Denmark,Denmark,N/A,Retained Search,x,N/A,,DKK 24.3 million (USD 3.9 million) + 28.0 million (USD 4.5 million) earn out over 2 years,https://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Denmark-Heidrick-Struggles-completes-acquisition-of-Amrop-Denmark-44682,All five Amrop Denmark partners are expected to join Heidrick & Struggles' Copenhagen office as partners. The firms expect the combined organization will be the largest leadership advisory firm in the Danish market with nine client-facing consultants and a total of 37 employees.
17Q3,20170928,20170927,EMEA,Synergie,France,N/A,Völker (80% stake),Austria,N/A,Temporary Staffing Skill Segment: Commercial,x,N/A,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Austria-Synergie-agrees-to-take-over-Voelker-43571,[Völker's] integration with Synergie Group is subject to the approval of the Austrian merger control authority.
17Q3,20170928,17-Oct,Americas,IKEA Group,Netherlands,N/A,TaskRabbit Inc.,USA,CA,Workforce Solutions,,Human cloud,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/IKEA-Group-to-acquire-human-cloud-firm-TaskRabbit-43587,"After the completion of the transaction, IKEA Group will fully own TaskRabbit, which will remain a standalone company headquartered in San Francisco and operate as an independent company within the IKEA Group."
17Q3,20170926,20170925,Americas,TransForce Inc.,USA,VA,Driving Ambition,USA,IN,Temporary Staffing Skill Segment: Industrial,x,N/A,,ND,http://www2.staffingindustry.com/Editorial/Daily-News/TransForce-acquires-trucker-staffing-firm-Driving-Ambition-43551,Driving Ambition will operate independently for the rest of 2017 and will begin integrating into TransForce in the first quarter of 2018.
17Q3,20170925,20170918,Americas,TMC Workforce Solutions ,USA,TX,Summitline Industries,USA,IN,Workforce Solutions,,Process Outsourcing,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Industrial-staffing-provider-TMC-Workforce-Solutions-acquires-procurement-distribution-firm-43531,"Summitline has approximately $10 million in annual sales and about 20 employees. The company will rebrand to TMC Supply Chain Solutions, and the operations executive team will remain."
17Q3,20170925,20170922,Americas,Eliassen Group,USA,MA,Principle Solutions Group,USA,GA,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/IT-staffing-providers-Eliassen-Group-Principle-Solutions-Group-merge-43533,The companies described it as a merger of the two firms.
17Q3,20170922,20170905,Americas,George Konik Associates,USA,MN,PrimeStaff,USA,MN,Temporary Staffing Skill Segment: Engineering/Design,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/George-Konik-Associates-acquires-PrimeStaff-43517,The combined firm will operate under the brand name Konik PrimeStaff.
17Q3,20170922,20174Q,APAC ,"51job, Inc. (NASD: JOBS)",China,N/A,"Lagou Network Technology Co., Ltd. (60% stake)",China,N/A,Workforce Solutions,,Talent Acquisition Technology,,$119 million,https://www2.staffingindustry.com/row/Editorial/Daily-News/China-51job-announces-60-stake-in-online-recruitment-platform-Lagou-for-119-million-43507,
17Q3,20170922,,EMEA,TMS Talent,Australia,N/A,New Frontiers Travel Recruitment,United Kingdom,N/A,Temporary Staffing Skill Segment: Commercial,,N/A,London expansion,ND,http://www2.staffingindustry.com/row/Editorial/Daily-News/Australia-TMS-Talent-acquires-UK-based-New-Frontiers-43506,TMS Talent and New Frontiers were formed within a year of each other in the mid-1990’s and have both been serving the travel and hospitality markets within their own regions for over 20 years. 
17Q3,20170921,20170918,Americas,BG Staffing Inc. (NYSE: BGSF),USA,TX,Smart Resources Inc.,USA,IL,Temporary Staffing Skill Segment: Finance/Accounting,x,N/A,,$6 milion + 2 year earn-out provisions up to $2 million ,,Smart Resources had annual revenue of approximately $13.2 million in 2016. 
17Q3,20170921,20170920,EMEA,Mercer (a Marsh & McLennan Companies (NYSE: MMC) subsidiary),United Kingdom,N/A,Jason Associates,Portugal,N/A,Workforce Solutions,,HR consulting,,,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Portugal-Mercer-acquires-Portugal-based-Jason-Associates-43495,"Jason Associates operates in the field of communication, change and transformation, talent management, technology and gamification in the Human Resources area. The company also has a recruitment business that was not included in the deal. The recruitment business will continue autonomously, keeping the same team, but with a new brand."
17Q3,20170920,20170831,Americas,Prodigy Sports,USA,NJ,Ascension Sports Partners,USA,OH,Retained Search,x,Video interviewing,,ND,http://www2.staffingindustry.com/Editorial/Daily-News/Executive-search-firm-Prodigy-Sports-acquires-Ascension-Sports-Partners-43484,"Ascension’s office and clients will be rolled up under the Prodigy Sports brand. Rossetti, who has led Ascension for nearly 10 years, will remain headquartered in Cincinnati and assume the role of president of Prodigy Sports."
17Q3,20170919,20170910,Americas,Eastridge Workforce Solutions ,USA,CA,Operon Resource Management,USA,MA,Temporary Staffing Skill Segment: Industrial,x,N/A,,,https://www2.staffingindustry.com/row/Editorial/Industrial-Staffing-Report/Sept.-21-2017/Eastridge-acquires-Operon-Resource-Management-recruiter-for-healthcare-product-manufacturers,
17Q3,20170919,20170915,Americas,Staffing 360 Solutions Inc. (NASD: STAF),USA,NY,firstPRO Georgia,USA,GA,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,,$8.5 million,http://www2.staffingindustry.com/site/Editorial/Daily-News/Staffing-360-Solutions-acquires-two-firms-adds-more-than-85-million-to-top-line-43470,[firstPro's] annual revenue is approximately $20 million – about 75% from accounting and finance and 25% from IT – and it counts 30 internal staff in its one office.
